ID,First Name,Last Name,Area Code,Location Code,Date,Time,Contact
764,Carolyn,Nichols,12368,67,2020-08-15,12:00,196
196,Gregory,Mitchell,15000,51,2020-08-11,7:30,None
196,Gregory,Mitchell,10167,2,2020-08-10,8:30,"574, 677, 907, 76"
574,Miguel,Burtt,10167,2,2020-08-10,8:30,"196, 677, 907, 76"
677,Kathleen,King,10167,2,2020-08-10,8:30,"574, 196, 907, 76"
907,Catherine,Deford,10167,2,2020-08-10,8:30,"574, 677, 196, 76"
76,Judith,Mowatt,10167,2,2020-08-10,8:30,"574, 677, 907, 196"
196,Gregory,Mitchell,11624,66,2020-08-12,18:00,"244, 463, 597"
244,Carl,Wagner,11624,66,2020-08-12,18:00,"196, 463, 597"
463,Justin,Thompson,11624,66,2020-08-12,18:00,"244, 196, 597"
597,Linda,Scott,11624,66,2020-08-12,18:00,"244, 463, 196"
197,Shawn,Morgan,11312,73,2020-08-09,16:30,"11, 980"
11,Richard,Lints,11312,73,2020-08-09,16:30,"197, 980"
980,Stan,Espinoza,11312,73,2020-08-09,16:30,"11, 197"
197,Shawn,Morgan,12526,36,2020-08-14,20:00,None
197,Shawn,Morgan,13525,6,2020-08-10,13:30,"533, 275, 921"
533,Javier,Mowers,13525,6,2020-08-10,13:30,"197, 275, 921"
275,Kaye,Greve,13525,6,2020-08-10,13:30,"533, 197, 921"
921,Sheron,Booth,13525,6,2020-08-10,13:30,"533, 275, 197"
199,Marisol,Smith,11308,89,2020-08-14,14:00,None
201,Betty,White,14215,73,2020-08-15,13:00,"478, 320"
478,Mark,Anderson,14215,73,2020-08-15,13:00,"201, 320"
320,Ella,Ho,14215,73,2020-08-15,13:00,"478, 201"
201,Betty,White,11496,11,2020-08-10,12:00,45
45,Richard,Mathis,11496,11,2020-08-10,12:00,201
201,Betty,White,13882,48,2020-08-10,11:30,"136, 328, 30"
136,Rosie,Yu,13882,48,2020-08-10,11:30,"201, 328, 30"
328,Stephanie,Oh,13882,48,2020-08-10,11:30,"136, 201, 30"
30,Arturo,Lemen,13882,48,2020-08-10,11:30,"136, 328, 201"
201,Betty,White,12486,62,2020-08-15,15:30,None
201,Betty,White,12705,41,2020-08-15,12:00,None
201,Betty,White,13800,76,2020-08-10,22:00,None
202,Timothy,Hutton,14376,72,2020-08-10,21:00,None
203,Chris,Lima,11960,9,2020-08-15,15:00,None
203,Chris,Lima,14100,61,2020-08-09,22:30,None
203,Chris,Lima,12464,91,2020-08-12,11:30,None
203,Chris,Lima,12551,67,2020-08-13,10:30,492
492,Joseph,Caponera,12551,67,2020-08-13,10:30,203
204,Kelly,Reyes,11063,92,2020-08-11,22:00,None
204,Kelly,Reyes,11300,6,2020-08-11,7:00,"175, 976"
175,Kevin,Gonzalez,11300,6,2020-08-11,7:00,"204, 976"
976,Gary,Reynolds,11300,6,2020-08-11,7:00,"175, 204"
204,Kelly,Reyes,10913,83,2020-08-15,7:30,None
204,Kelly,Reyes,11433,49,2020-08-10,10:30,None
204,Kelly,Reyes,13653,68,2020-08-10,20:30,"315, 806, 846"
315,Christopher,Ellison,13653,68,2020-08-10,20:30,"204, 806, 846"
806,Katherine,Yeaton,13653,68,2020-08-10,20:30,"315, 204, 846"
846,Wade,Kuan,13653,68,2020-08-10,20:30,"315, 806, 204"
204,Kelly,Reyes,14034,17,2020-08-15,16:00,181
181,Tamara,Dexter,14034,17,2020-08-15,16:00,204
205,Chelsea,Baker,10575,10,2020-08-12,9:30,None
205,Chelsea,Baker,10004,85,2020-08-14,16:30,None
205,Chelsea,Baker,13868,43,2020-08-09,11:30,None
205,Chelsea,Baker,11357,42,2020-08-09,19:00,None
206,Howard,Lamb,12143,90,2020-08-11,14:30,"318, 25"
318,Sara,Ledoux,12143,90,2020-08-11,14:30,"206, 25"
25,Jami,Williams,12143,90,2020-08-11,14:30,"318, 206"
206,Howard,Lamb,14373,98,2020-08-09,10:30,None
206,Howard,Lamb,12568,28,2020-08-13,9:00,"599, 525, 169, 617"
599,Frances,Martinez,12568,28,2020-08-13,9:00,"206, 525, 169, 617"
525,Lisa,Lemm,12568,28,2020-08-13,9:00,"599, 206, 169, 617"
169,Janice,Crumley,12568,28,2020-08-13,9:00,"599, 525, 206, 617"
617,Blaine,Delgado,12568,28,2020-08-13,9:00,"599, 525, 169, 206"
207,Marilyn,Mckenize,12098,11,2020-08-13,18:00,None
207,Marilyn,Mckenize,14106,13,2020-08-09,7:30,"955, 453, 311"
955,Rebekah,Rogers,14106,13,2020-08-09,7:30,"207, 453, 311"
453,Donna,Emanuel,14106,13,2020-08-09,7:30,"955, 207, 311"
311,Helena,Boren,14106,13,2020-08-09,7:30,"955, 453, 207"
208,Kevin,Menn,13087,7,2020-08-13,21:30,None
209,Agnes,Edgerson,14276,50,2020-08-13,17:00,"530, 982, 693"
530,Caitlin,Goff,14276,50,2020-08-13,17:00,"209, 982, 693"
982,Joseph,Herring,14276,50,2020-08-13,17:00,"530, 209, 693"
693,Cheryl,Birmingham,14276,50,2020-08-13,17:00,"530, 982, 209"
209,Agnes,Edgerson,12932,31,2020-08-10,8:30,"594, 921, 782, 581"
594,Joann,Mateo,12932,31,2020-08-10,8:30,"209, 921, 782, 581"
921,Sheron,Booth,12932,31,2020-08-10,8:30,"594, 209, 782, 581"
782,Yvonne,Christie,12932,31,2020-08-10,8:30,"594, 921, 209, 581"
581,Sondra,Willis,12932,31,2020-08-10,8:30,"594, 921, 782, 209"
210,Charles,Duff,11466,89,2020-08-10,19:30,92
92,Emily,Marte,11466,89,2020-08-10,19:30,210
210,Charles,Duff,11984,1,2020-08-15,14:30,814
814,Edna,Liu,11984,1,2020-08-15,14:30,210
210,Charles,Duff,14238,93,2020-08-13,19:30,"810, 898, 489"
810,Alberta,Barlow,14238,93,2020-08-13,19:30,"210, 898, 489"
898,Karen,Quist,14238,93,2020-08-13,19:30,"810, 210, 489"
489,Juanita,Mcdonald,14238,93,2020-08-13,19:30,"810, 898, 210"
210,Charles,Duff,10969,12,2020-08-09,17:00,754
754,Nathaniel,Weller,10969,12,2020-08-09,17:00,210
210,Charles,Duff,12218,43,2020-08-15,10:30,"928, 411, 100"
928,Minnie,Lizotte,12218,43,2020-08-15,10:30,"210, 411, 100"
411,Rick,Jensen,12218,43,2020-08-15,10:30,"928, 210, 100"
100,Lakeisha,Jett,12218,43,2020-08-15,10:30,"928, 411, 210"
210,Charles,Duff,13556,54,2020-08-11,10:00,None
210,Charles,Duff,10326,43,2020-08-09,20:00,"718, 347, 488, 704"
718,Stephanie,Majors,10326,43,2020-08-09,20:00,"210, 347, 488, 704"
347,Tina,Hernandez,10326,43,2020-08-09,20:00,"718, 210, 488, 704"
488,George,Abraham,10326,43,2020-08-09,20:00,"718, 347, 210, 704"
704,Sharon,Buchanan,10326,43,2020-08-09,20:00,"718, 347, 488, 210"
211,Vincent,Cruice,13905,80,2020-08-09,16:00,"400, 48, 483"
400,Micheal,Lasenby,13905,80,2020-08-09,16:00,"211, 48, 483"
48,Margaret,Kerr,13905,80,2020-08-09,16:00,"400, 211, 2113"
483,Edna,Hearnsberger,13905,80,2020-08-09,16:00,"400, 48, 211"
211,Vincent,Cruice,11916,93,2020-08-15,8:30,None
211,Vincent,Cruice,12066,97,2020-08-13,12:00,None
212,Katherine,Erkkila,12637,25,2020-08-13,19:30,"443, 365, 118"
443,Mary,Dignan,12637,25,2020-08-13,19:30,"212, 365, 118"
365,Raymond,Folse,12637,25,2020-08-13,19:30,"443, 212, 118"
118,Stella,Frye,12637,25,2020-08-13,19:30,"443, 365, 212"
212,Katherine,Erkkila,10162,29,2020-08-13,18:30,920
920,Patricia,Cason,10162,29,2020-08-13,18:30,212
213,Cynthia,Clark,14205,42,2020-08-09,20:00,"544, 833"
544,Corrina,Mears,14205,42,2020-08-09,20:00,"213, 833"
833,John,Mccollum,14205,42,2020-08-09,20:00,"544, 213"
213,Cynthia,Clark,10972,39,2020-08-14,20:30,None
213,Cynthia,Clark,10042,1,2020-08-10,17:00,None
214,Michael,Bright,10575,70,2020-08-13,18:00,None
215,James,Israels,13504,43,2020-08-09,12:00,"837, 648, 881, 160"
837,Bryce,Olewine,13504,43,2020-08-09,12:00,"215, 648, 881, 160"
648,June,Carnahan,13504,43,2020-08-09,12:00,"837, 215, 881, 160"
881,Marlene,Morris,13504,43,2020-08-09,12:00,"837, 648, 215, 160"
160,Esmeralda,Garner,13504,43,2020-08-09,12:00,"837, 648, 881, 215"
215,James,Israels,14751,90,2020-08-14,8:00,None
215,James,Israels,14046,26,2020-08-14,17:00,580
580,Linda,Foley,14046,26,2020-08-14,17:00,215
215,James,Israels,14365,28,2020-08-12,17:30,None
215,James,Israels,14224,65,2020-08-13,19:30,None
216,Nancy,Rosales,14758,2,2020-08-15,8:30,"675, 448"
675,Van,Cobb,14758,2,2020-08-15,8:30,"216, 448"
448,Bethany,Pulley,14758,2,2020-08-15,8:30,"675, 216"
216,Nancy,Rosales,13164,82,2020-08-10,21:30,None
216,Nancy,Rosales,10375,4,2020-08-11,22:00,"353, 399"
353,Donna,Parsons,10375,4,2020-08-11,22:00,"216, 399"
399,Ruth,Sisk,10375,4,2020-08-11,22:00,"353, 216"
217,Tina,Gonzalez,14793,100,2020-08-12,16:00,85
85,Kelly,Mendelson,14793,100,2020-08-12,16:00,217
217,Tina,Gonzalez,13409,63,2020-08-12,7:00,None
217,Tina,Gonzalez,12300,29,2020-08-14,22:00,"520, 549, 159"
520,Charles,Robinson,12300,29,2020-08-14,22:00,"217, 549, 159"
549,Vincent,Travis,12300,29,2020-08-14,22:00,"520, 217, 159"
159,Vincent,Wilson,12300,29,2020-08-14,22:00,"520, 549, 217"
217,Tina,Gonzalez,13509,61,2020-08-12,14:30,76
76,Judith,Mowatt,13509,61,2020-08-12,14:30,217
217,Tina,Gonzalez,11109,54,2020-08-10,11:00,773
773,Bradley,Young,11109,54,2020-08-10,11:00,217
217,Tina,Gonzalez,14767,91,2020-08-10,21:00,"694, 396, 837, 270"
694,Ignacio,London,14767,91,2020-08-10,21:00,"217, 396, 837, 270"
396,Joseph,Boulet,14767,91,2020-08-10,21:00,"694, 217, 837, 270"
837,Bryce,Olewine,14767,91,2020-08-10,21:00,"694, 396, 217, 270"
270,Ian,Jefferson,14767,91,2020-08-10,21:00,"694, 396, 837, 217"
218,Caroline,Biancardi,10302,67,2020-08-13,17:00,"342, 867, 101, 869"
342,Frank,Vargas,10302,67,2020-08-13,17:00,"218, 867, 101, 869"
867,Reed,Wells,10302,67,2020-08-13,17:00,"342, 218, 101, 869"
101,Kim,Grande,10302,67,2020-08-13,17:00,"342, 867, 218, 869"
869,Barbra,Snow,10302,67,2020-08-13,17:00,"342, 867, 101, 218"
219,Lloyd,Sexton,10771,33,2020-08-15,13:30,"627, 380, 924"
627,Darla,Miller,10771,33,2020-08-15,13:30,"219, 380, 924"
380,Garry,Young,10771,33,2020-08-15,13:30,"627, 219, 924"
924,Marion,Roberson,10771,33,2020-08-15,13:30,"627, 380, 219"
219,Lloyd,Sexton,14695,21,2020-08-09,7:00,None
220,Cristina,Orth,12206,2,2020-08-15,21:30,None
220,Cristina,Orth,12977,15,2020-08-12,11:00,None
220,Cristina,Orth,11983,53,2020-08-14,11:00,None
220,Cristina,Orth,10261,99,2020-08-14,15:30,None
220,Cristina,Orth,12114,84,2020-08-12,18:00,"512, 97, 520, 529"
512,Mike,Guevara,12114,84,2020-08-12,18:00,"220, 97, 520, 529"
97,Christen,Tallie,12114,84,2020-08-12,18:00,"512, 220, 520, 529"
520,Charles,Robinson,12114,84,2020-08-12,18:00,"512, 97, 220, 529"
529,Wade,Mittlestadt,12114,84,2020-08-12,18:00,"512, 97, 520, 220"
220,Cristina,Orth,11427,86,2020-08-11,11:00,"990, 952, 240"
990,Jeffrey,Borchers,11427,86,2020-08-11,11:00,"220, 952, 240"
952,Carson,Mccarthy,11427,86,2020-08-11,11:00,"990, 220, 240"
240,Mildred,Willoughby,11427,86,2020-08-11,11:00,"990, 952, 220"
221,James,Martin,10705,57,2020-08-13,11:00,"942, 63, 358, 797"
942,Linda,Peevey,10705,57,2020-08-13,11:00,"221, 63, 358, 797"
63,Tasha,Bullard,10705,57,2020-08-13,11:00,"942, 221, 358, 797"
358,Jessica,Edmonds,10705,57,2020-08-13,11:00,"942, 63, 221, 797"
797,Daniel,Easterling,10705,57,2020-08-13,11:00,"942, 63, 358, 221"
221,James,Martin,13325,23,2020-08-10,15:00,"591, 658"
591,Lillian,Williams,13325,23,2020-08-10,15:00,"221, 658"
658,Michele,Anderson,13325,23,2020-08-10,15:00,"591, 221"
221,James,Martin,12712,60,2020-08-14,10:30,None
221,James,Martin,12601,81,2020-08-10,20:30,"836, 528, 705"
836,Catherine,Juelfs,12601,81,2020-08-10,20:30,"221, 528, 705"
528,Maude,Munoz,12601,81,2020-08-10,20:30,"836, 221, 705"
705,David,Weiss,12601,81,2020-08-10,20:30,"836, 528, 221"
221,James,Martin,13644,13,2020-08-10,17:00,130
130,Olga,Bennett,13644,13,2020-08-10,17:00,221
221,James,Martin,10420,31,2020-08-10,15:30,"608, 177, 965, 69"
608,Latoya,Hebert,10420,31,2020-08-10,15:30,"221, 177, 965, 69"
177,Francis,Ming,10420,31,2020-08-10,15:30,"608, 221, 965, 69"
965,Nova,Crafford,10420,31,2020-08-10,15:30,"608, 177, 221, 69"
69,Georgia,Jacobs,10420,31,2020-08-10,15:30,"608, 177, 965, 221"
221,James,Martin,12472,79,2020-08-09,17:00,"58, 803, 190"
58,Christopher,Forsythe,12472,79,2020-08-09,17:00,"221, 803, 190"
803,Millard,Ritchey,12472,79,2020-08-09,17:00,"58, 221, 190"
190,Carlos,Starrs,12472,79,2020-08-09,17:00,"58, 803, 221"
222,Regina,Fahey,13057,72,2020-08-11,22:00,"157, 295, 957, 450"
157,Randy,Bowman,13057,72,2020-08-11,22:00,"222, 295, 957, 450"
295,Edward,Runyon,13057,72,2020-08-11,22:00,"157, 222, 957, 450"
957,Alejandra,Ledesma,13057,72,2020-08-11,22:00,"157, 295, 222, 450"
450,Marcus,Camacho,13057,72,2020-08-11,22:00,"157, 295, 957, 222"
223,Paula,Nicholson,12305,69,2020-08-12,17:00,None
223,Paula,Nicholson,10110,98,2020-08-09,17:00,None
224,Arthur,Wright,11821,94,2020-08-09,12:30,None
224,Arthur,Wright,10816,46,2020-08-13,15:00,905
905,Theodore,Harrell,10816,46,2020-08-13,15:00,224
224,Arthur,Wright,12886,9,2020-08-12,12:30,"840, 13"
840,John,Martinez,12886,9,2020-08-12,12:30,"224, 13"
13,Kathleen,Mejia,12886,9,2020-08-12,12:30,"840, 224"
224,Arthur,Wright,11502,95,2020-08-11,16:00,"38, 847"
38,Julie,Burks,11502,95,2020-08-11,16:00,"224, 847"
847,Thomas,Valdez,11502,95,2020-08-11,16:00,"38, 224"
224,Arthur,Wright,12753,75,2020-08-15,8:00,None
224,Arthur,Wright,12363,80,2020-08-09,8:00,None
225,Virginia,Loiacono,12893,57,2020-08-11,10:30,None
225,Virginia,Loiacono,13285,17,2020-08-14,10:00,None
225,Virginia,Loiacono,13260,7,2020-08-12,8:00,None
225,Virginia,Loiacono,12498,95,2020-08-11,13:30,"850, 486, 931, 977"
850,Dale,Abreu,12498,95,2020-08-11,13:30,"225, 486, 931, 977"
486,Kevin,Riesenberg,12498,95,2020-08-11,13:30,"850, 225, 931, 977"
931,Teresa,Donaldson,12498,95,2020-08-11,13:30,"850, 486, 225, 977"
977,Wesley,Pascoe,12498,95,2020-08-11,13:30,"850, 486, 931, 225"
225,Virginia,Loiacono,11397,68,2020-08-15,22:00,"111, 662, 521"
111,Emma,Hampton,11397,68,2020-08-15,22:00,"225, 662, 521"
662,Betty,Lawrence,11397,68,2020-08-15,22:00,"111, 225, 521"
521,Carmon,Higgins,11397,68,2020-08-15,22:00,"111, 662, 225"
226,Marie,Villa,10910,59,2020-08-14,17:30,"791, 680"
791,Phillip,Hopper,10910,59,2020-08-14,17:30,"226, 680"
680,Lucia,Kidd,10910,59,2020-08-14,17:30,"791, 226"
226,Marie,Villa,13599,73,2020-08-13,12:00,None
227,Grace,Waters,11234,41,2020-08-11,22:00,"128, 683, 200, 525"
128,Maria,Page,11234,41,2020-08-11,22:00,"227, 683, 200, 525"
683,Floyd,Dickson,11234,41,2020-08-11,22:00,"128, 227, 200, 525"
200,Brian,Myers,11234,41,2020-08-11,22:00,"128, 683, 227, 525"
525,Lisa,Lemm,11234,41,2020-08-11,22:00,"128, 683, 200, 227"
227,Grace,Waters,10660,44,2020-08-14,12:00,"73, 965, 336"
73,Paula,Cole,10660,44,2020-08-14,12:00,"227, 965, 336"
965,Nova,Crafford,10660,44,2020-08-14,12:00,"73, 227, 336"
336,Harold,Leggett,10660,44,2020-08-14,12:00,"73, 965, 227"
227,Grace,Waters,12120,68,2020-08-10,7:00,"129, 538, 339"
129,Margaret,Brown,12120,68,2020-08-10,7:00,"227, 538, 339"
538,Ryan,Molineaux,12120,68,2020-08-10,7:00,"129, 227, 339"
339,Henry,Bremer,12120,68,2020-08-10,7:00,"129, 538, 227"
228,Marilyn,Scott,11706,54,2020-08-10,23:30,None
229,Jennifer,Baumann,11702,77,2020-08-12,12:00,389
389,George,Croteau,11702,77,2020-08-12,12:00,229
229,Jennifer,Baumann,13436,98,2020-08-10,15:00,415
415,Elizabeth,Mazzola,13436,98,2020-08-10,15:00,229
229,Jennifer,Baumann,13425,40,2020-08-14,18:00,270
270,Ian,Jefferson,13425,40,2020-08-14,18:00,229
229,Jennifer,Baumann,14249,75,2020-08-12,23:30,"582, 464"
582,Kermit,Ake,14249,75,2020-08-12,23:30,"229, 464"
464,Milton,Jorgensen,14249,75,2020-08-12,23:30,"582, 229"
229,Jennifer,Baumann,10743,88,2020-08-13,14:30,"858, 871"
858,Darius,Lloyd,10743,88,2020-08-13,14:30,"229, 871"
871,Irene,Uribe,10743,88,2020-08-13,14:30,"858, 229"
231,Geoffrey,Martin,10497,23,2020-08-12,20:30,655
655,Daniel,Johnson,10497,23,2020-08-12,20:30,231
231,Geoffrey,Martin,13801,40,2020-08-11,14:30,"617, 310, 642"
617,Blaine,Delgado,13801,40,2020-08-11,14:30,"231, 310, 642"
310,Elisabeth,Fried,13801,40,2020-08-11,14:30,"617, 231, 642"
642,Steven,Lewis,13801,40,2020-08-11,14:30,"617, 310, 231"
232,Margaret,Bowman,13814,39,2020-08-10,14:30,"120, 857, 233"
120,Priscilla,Tellefson,13814,39,2020-08-10,14:30,"232, 857, 233"
857,Donna,Belton,13814,39,2020-08-10,14:30,"120, 232, 233"
233,Mona,Quintero,13814,39,2020-08-10,14:30,"120, 857, 232"
232,Margaret,Bowman,11489,95,2020-08-10,18:30,"317, 881"
317,Kimberly,Garcia,11489,95,2020-08-10,18:30,"232, 881"
881,Marlene,Morris,11489,95,2020-08-10,18:30,"317, 232"
232,Margaret,Bowman,14937,63,2020-08-12,12:00,None
232,Margaret,Bowman,12279,88,2020-08-15,11:00,"831, 117, 394, 15"
831,Stephen,Duncan,12279,88,2020-08-15,11:00,"232, 117, 394, 15"
117,Justine,Ross,12279,88,2020-08-15,11:00,"831, 232, 394, 15"
394,Chrissy,Locklear,12279,88,2020-08-15,11:00,"831, 117, 232, 15"
15,Mabel,Watters,12279,88,2020-08-15,11:00,"831, 117, 394, 232"
232,Margaret,Bowman,11015,23,2020-08-14,23:30,46
46,Diane,Patrick,11015,23,2020-08-14,23:30,232
232,Margaret,Bowman,10544,68,2020-08-12,9:00,"826, 134"
826,Ronald,Lucas,10544,68,2020-08-12,9:00,"232, 134"
134,Charles,Elmore,10544,68,2020-08-12,9:00,"826, 232"
232,Margaret,Bowman,14620,78,2020-08-15,13:30,None
233,Mona,Quintero,11494,43,2020-08-12,22:30,None
233,Mona,Quintero,11964,28,2020-08-13,10:00,"518, 360"
518,Norma,King,11964,28,2020-08-13,10:00,"233, 360"
360,Lucille,Dobson,11964,28,2020-08-13,10:00,"518, 233"
233,Mona,Quintero,14980,15,2020-08-13,22:30,None
233,Mona,Quintero,10121,36,2020-08-12,13:00,None
235,Jeremy,Velasquez,13886,90,2020-08-13,8:30,"454, 675, 267, 932"
454,Dolores,Lapointe,13886,90,2020-08-13,8:30,"235, 675, 267, 932"
675,Van,Cobb,13886,90,2020-08-13,8:30,"454, 235, 267, 932"
267,Brian,Baumgartner,13886,90,2020-08-13,8:30,"454, 675, 235, 932"
932,Joseph,Groves,13886,90,2020-08-13,8:30,"454, 675, 267, 235"
235,Jeremy,Velasquez,12154,31,2020-08-09,20:30,None
236,Candice,Lockhart,12521,92,2020-08-14,13:00,None
236,Candice,Lockhart,10310,22,2020-08-14,9:30,"316, 394, 982, 547"
316,Elizabeth,Cole,10310,22,2020-08-14,9:30,"236, 394, 982, 547"
394,Chrissy,Locklear,10310,22,2020-08-14,9:30,"316, 236, 982, 547"
982,Joseph,Herring,10310,22,2020-08-14,9:30,"316, 394, 236, 547"
547,Paula,Brown,10310,22,2020-08-14,9:30,"316, 394, 982, 236"
236,Candice,Lockhart,11658,38,2020-08-15,21:30,None
236,Candice,Lockhart,11956,49,2020-08-15,18:30,"633, 698, 386, 96"
633,Jeffrey,Carson,11956,49,2020-08-15,18:30,"236, 698, 386, 96"
698,Sarah,Blacker,11956,49,2020-08-15,18:30,"633, 236, 386, 96"
386,Jerry,Murgia,11956,49,2020-08-15,18:30,"633, 698, 236, 96"
96,Garry,Obrien,11956,49,2020-08-15,18:30,"633, 698, 386, 236"
236,Candice,Lockhart,10672,55,2020-08-13,14:30,622
622,Kristen,Garcia,10672,55,2020-08-13,14:30,236
238,Leonard,Burt,11620,70,2020-08-15,15:00,"246, 17, 982, 623"
246,Carrie,Brotzman,11620,70,2020-08-15,15:00,"238, 17, 982, 623"
17,Geraldine,Truiolo,11620,70,2020-08-15,15:00,"246, 238, 982, 623"
982,Joseph,Herring,11620,70,2020-08-15,15:00,"246, 17, 238, 623"
623,Blanch,Tellez,11620,70,2020-08-15,15:00,"246, 17, 982, 238"
238,Leonard,Burt,13022,41,2020-08-09,15:30,None
238,Leonard,Burt,11926,6,2020-08-13,11:30,None
238,Leonard,Burt,14651,29,2020-08-10,23:00,None
238,Leonard,Burt,13113,8,2020-08-09,22:00,795
795,Lisa,Alvarez,13113,8,2020-08-09,22:00,238
238,Leonard,Burt,14163,25,2020-08-13,8:00,None
239,Judy,Long,11449,75,2020-08-13,19:30,None
239,Judy,Long,11706,55,2020-08-14,17:30,326
326,Frances,Owens,11706,55,2020-08-14,17:30,239
239,Judy,Long,13893,36,2020-08-10,20:00,"162, 28"
162,Katherine,Peralta,13893,36,2020-08-10,20:00,"239, 28"
28,Casey,Preston,13893,36,2020-08-10,20:00,"162, 239"
239,Judy,Long,14135,57,2020-08-09,22:30,None
239,Judy,Long,14034,7,2020-08-11,21:30,None
240,Mildred,Willoughby,14101,66,2020-08-14,15:00,"320, 376, 146, 510"
320,Ella,Ho,14101,66,2020-08-14,15:00,"240, 376, 146, 510"
376,Carol,Hagen,14101,66,2020-08-14,15:00,"320, 240, 146, 510"
146,Alyssa,Jones,14101,66,2020-08-14,15:00,"320, 376, 240, 510"
510,Robert,Steele,14101,66,2020-08-14,15:00,"320, 376, 146, 240"
240,Mildred,Willoughby,12019,76,2020-08-09,23:30,"603, 35, 363, 875"
603,Robert,Eden,12019,76,2020-08-09,23:30,"240, 35, 363, 875"
35,Clarence,Richardson,12019,76,2020-08-09,23:30,"603, 240, 363, 875"
363,Kristopher,Wilson,12019,76,2020-08-09,23:30,"603, 35, 240, 875"
875,Rodney,Coleman,12019,76,2020-08-09,23:30,"603, 35, 363, 240"
240,Mildred,Willoughby,10730,96,2020-08-14,18:00,None
240,Mildred,Willoughby,13665,9,2020-08-15,9:30,None
242,Jason,Cornwell,14194,95,2020-08-11,17:00,"258, 259, 550"
258,Fidela,Simonsen,14194,95,2020-08-11,17:00,"242, 259, 550"
259,Simon,Hoang,14194,95,2020-08-11,17:00,"258, 242, 550"
550,Lavone,Harris,14194,95,2020-08-11,17:00,"258, 259, 242"
242,Jason,Cornwell,11046,43,2020-08-10,14:30,287
287,Miesha,Goodwin,11046,43,2020-08-10,14:30,242
242,Jason,Cornwell,11503,4,2020-08-13,22:30,"303, 398"
303,Gregory,Benavides,11503,4,2020-08-13,22:30,"242, 398"
398,Wayne,Howard,11503,4,2020-08-13,22:30,"303, 242"
242,Jason,Cornwell,11522,42,2020-08-09,21:30,"454, 386, 742"
454,Dolores,Lapointe,11522,42,2020-08-09,21:30,"242, 386, 742"
386,Jerry,Murgia,11522,42,2020-08-09,21:30,"454, 242, 742"
742,Pamela,Macias,11522,42,2020-08-09,21:30,"454, 386, 242"
243,Donald,Delgiudice,13336,38,2020-08-09,11:30,"292, 677, 744, 462"
292,Charles,Kim,13336,38,2020-08-09,11:30,"243, 677, 744, 462"
677,Kathleen,King,13336,38,2020-08-09,11:30,"292, 243, 744, 462"
744,Thomas,Monarrez,13336,38,2020-08-09,11:30,"292, 677, 243, 462"
462,Roslyn,Lopez,13336,38,2020-08-09,11:30,"292, 677, 744, 243"
243,Donald,Delgiudice,11758,55,2020-08-13,22:30,"28, 906, 289"
28,Casey,Preston,11758,55,2020-08-13,22:30,"243, 906, 2439"
906,Thomas,Ernst,11758,55,2020-08-13,22:30,"28, 243, 289"
289,Justin,Hutchins,11758,55,2020-08-13,22:30,"28, 906, 243"
244,Carl,Wagner,12466,77,2020-08-12,15:00,None
244,Carl,Wagner,10968,31,2020-08-12,23:30,"943, 237, 367, 917"
943,Todd,Alder,10968,31,2020-08-12,23:30,"244, 237, 367, 917"
237,Emanuel,Jo,10968,31,2020-08-12,23:30,"943, 244, 367, 917"
367,Amelia,Puffinberger,10968,31,2020-08-12,23:30,"943, 237, 244, 917"
917,Shaunta,Mathias,10968,31,2020-08-12,23:30,"943, 237, 367, 244"
244,Carl,Wagner,14765,63,2020-08-10,8:30,None
245,Elizabeth,Chandler,10994,48,2020-08-11,23:30,None
246,Carrie,Brotzman,10794,29,2020-08-15,13:00,"310, 607"
310,Elisabeth,Fried,10794,29,2020-08-15,13:00,"246, 607"
607,Henry,Snyder,10794,29,2020-08-15,13:00,"310, 246"
246,Carrie,Brotzman,13590,34,2020-08-09,15:30,None
246,Carrie,Brotzman,10179,41,2020-08-14,9:30,"421, 742"
421,Carrie,Cayer,10179,41,2020-08-14,9:30,"246, 742"
742,Pamela,Macias,10179,41,2020-08-14,9:30,"421, 246"
246,Carrie,Brotzman,14359,28,2020-08-10,19:30,None
246,Carrie,Brotzman,10231,54,2020-08-12,7:30,None
247,Margarita,Liles,12064,63,2020-08-11,12:00,None
247,Margarita,Liles,14139,96,2020-08-13,11:30,"371, 959"
371,Kenneth,Erskine,14139,96,2020-08-13,11:30,"247, 959"
959,Stanley,Webster,14139,96,2020-08-13,11:30,"371, 247"
247,Margarita,Liles,14393,94,2020-08-09,10:00,None
247,Margarita,Liles,11091,92,2020-08-10,11:30,None
247,Margarita,Liles,12680,40,2020-08-12,19:00,"158, 764"
158,Stanley,Person,12680,40,2020-08-12,19:00,"247, 764"
764,Carolyn,Nichols,12680,40,2020-08-12,19:00,"158, 247"
247,Margarita,Liles,10490,72,2020-08-09,19:30,None
248,Beatrice,Wagner,14375,66,2020-08-12,7:30,1
1,William,Jones,14375,66,2020-08-12,7:30,248
248,Beatrice,Wagner,10425,56,2020-08-14,11:30,"27, 845"
27,Alethea,Besser,10425,56,2020-08-14,11:30,"248, 845"
845,Eric,Carr,10425,56,2020-08-14,11:30,"27, 248"
248,Beatrice,Wagner,13509,27,2020-08-09,7:30,"160, 636, 584"
160,Esmeralda,Garner,13509,27,2020-08-09,7:30,"248, 636, 584"
636,David,Mickey,13509,27,2020-08-09,7:30,"160, 248, 584"
